[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/contents/PYMC3_Code_Training_Example.ipynb/checkpoints (son520804@35.2.24.199) 129.54ms
[SingleUserNotebookApp | INFO] Starting buffering for 01c0152d-2193-4dd2-bc40-999d6e3191f2:21be2fd49d784781b4878d97f398c1f5
[SingleUserNotebookApp | CRITICAL] received signal 15, stopping
[SingleUserNotebookApp | CRITICAL] received signal 15, stopping
[SingleUserNotebookApp | INFO] Shutting down 4 kernels
[SingleUserNotebookApp | INFO] Kernel shutdown: f3fa2cb9-fa31-40d2-9589-9b027dde7653
[SingleUserNotebookApp | INFO] Kernel shutdown: ea99a006-ecf7-45a6-a94c-4281e7cba53d
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[SingleUserNotebookApp | INFO] Loading the validate_assignment nbgrader serverextension
[SingleUserNotebookApp | INFO] Starting jupyterhub-singleuser server version 1.0.0
[SingleUserNotebookApp | WARNING] jupyterhub version 0.9.6 != jupyterhub-singleuser version 1.0.0. This could cause failure to authenticate and result in redirect loops!
[SingleUserNotebookApp | INFO] Serving notebooks from local directory: /home/jovyan/etc_composition/config/extensions
[SingleUserNotebookApp | INFO] The Jupyter Notebook is running at:
[SingleUserNotebookApp | INFO] http://jupyter-son520804:8888/user/son520804/
[SingleUserNotebookApp | INFO] Use Control-C to stop this server and shut down all kernels (twice to skip confirmation).
[SingleUserNotebookApp | WARNING] Activity events disabled
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/ -> /user/son520804/tree? (@172.16.71.208) 0.95ms
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/?redirects=1 -> /user/son520804/tree?redirects=1 (@35.2.24.199) 2.61ms
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/tree?redirects=1 -> /hub/api/oauth2/authorize?client_id=jupyterhub-user-son520804&redirect_uri=%2Fuser%2Fson520804%2Foauth_callback&response_type=code&state=[secret] (@35.2.24.199) 2.72ms
[SingleUserNotebookApp | INFO] Logged-in user {'kind': 'user', 'name': 'son520804', 'admin': False, 'groups': [], 'server': '/user/son520804/', 'pending': None, 'created': '2020-04-06T14:45:49.903317Z', 'last_activity': '2020-10-09T05:02:38.360150Z', 'servers': None}
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/oauth_callback?code=[secret]&state=[secret] -> /user/son520804/tree?redirects=1 (@35.2.24.199) 85.52ms
[SingleUserNotebookApp | ERROR] Could not open static file ''
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/tree?redirects=1 (son520804@35.2.24.199) 84.49ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@35.2.24.199) 8.03ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/common?_=1602219758423 (son520804@35.2.24.199) 9.93ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/tree?_=1602219758422 (son520804@35.2.24.199) 2.71ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1602219758424 (son520804@35.2.24.199) 1.65ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1602219758426 (son520804@35.2.24.199) 1.49ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1602219758425 (son520804@35.2.24.199) 3.74ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1602219758427 (son520804@35.2.24.199) 26.99ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/nbgrader_version?version=0.5.6&_=1602219758428 (son520804@35.2.24.199) 1.41ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/notebooks/chris%20(1).ipynb (son520804@35.2.24.199) 396.07ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@35.2.24.199) 2.56ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@35.2.24.199) 1.93ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1602219762606 (son520804@35.2.24.199) 13.95ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/common?_=1602219762607 (son520804@35.2.24.199) 2.84ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/chris%20(1).ipynb?type=notebook&_=1602219762608 (son520804@35.2.24.199) 314.24ms
[SingleUserNotebookApp | INFO] Kernel started: 9ef3f6de-50b9-42ce-aa1c-0b5d50543d06
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/sessions (son520804@35.2.24.199) 71.68ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/chris%20(1).ipynb/checkpoints?_=1602219762609 (son520804@35.2.24.199) 78.55ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/livereveal?_=1602219762610 (son520804@35.2.24.199) 8.48ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/rise?_=1602219762611 (son520804@35.2.24.199) 12.25ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1602219762612 (son520804@35.2.24.199) 23.26ms
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 9ef3f6de-50b9-42ce-aa1c-0b5d50543d06) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/9ef3f6de-50b9-42ce-aa1c-0b5d50543d06/channels?session_id=b392f6f1ea2040c88f88e11600ad665a (son520804@35.2.24.199) 665.05ms
[SingleUserNotebookApp | INFO] 200 PATCH /user/son520804/api/contents/chris%20(1).ipynb (son520804@35.2.24.199) 42.89ms
[SingleUserNotebookApp | INFO] 200 PATCH /user/son520804/api/sessions/2f244c58-ce1f-483f-83dd-75e9aa855102 (son520804@35.2.24.199) 2.94ms
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/notebooks/Bayesian_Model.png -> /user/son520804/files/Bayesian_Model.png (son520804@35.2.24.199) 12.31ms
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/notebooks/Bayesian_Advantage.png -> /user/son520804/files/Bayesian_Advantage.png (son520804@35.2.24.199) 35.11ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/notebooks/PYMC3_Code_Training_Concept.ipynb (son520804@35.2.24.199) 275.12ms
[SingleUserNotebookApp | INFO] Starting buffering for 9ef3f6de-50b9-42ce-aa1c-0b5d50543d06:b392f6f1ea2040c88f88e11600ad665a
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@35.2.24.199) 5.77ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1602220303747 (son520804@35.2.24.199) 21.85ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/common?_=1602220303748 (son520804@35.2.24.199) 22.38ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PYMC3_Code_Training_Concept.ipynb?type=notebook&_=1602220303749 (son520804@35.2.24.199) 204.87ms
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/sessions (son520804@35.2.24.199) 1.86ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PYMC3_Code_Training_Concept.ipynb/checkpoints?_=1602220303750 (son520804@35.2.24.199) 6.43ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/livereveal?_=1602220303751 (son520804@35.2.24.199) 6.82ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/rise?_=1602220303752 (son520804@35.2.24.199) 6.04ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1602220303753 (son520804@35.2.24.199) 17.37ms
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 9ef3f6de-50b9-42ce-aa1c-0b5d50543d06) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/9ef3f6de-50b9-42ce-aa1c-0b5d50543d06/channels?session_id=2c672a2776c94defb420bc748b92c425 (son520804@35.2.24.199) 2.79ms
[SingleUserNotebookApp | WARNING] 409 PATCH /user/son520804/api/contents/PYMC3_Code_Training_Concept.ipynb (35.2.24.199): File already exists: PYMC3_Code_Training_Example.ipynb
[SingleUserNotebookApp | WARNING] File already exists: PYMC3_Code_Training_Example.ipynb
[SingleUserNotebookApp | WARNING] 409 PATCH /user/son520804/api/contents/PYMC3_Code_Training_Concept.ipynb (son520804@35.2.24.199) 19.71ms
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 119960 ms.
[SingleUserNotebookApp | INFO] Starting buffering for 9ef3f6de-50b9-42ce-aa1c-0b5d50543d06:2c672a2776c94defb420bc748b92c425
[SingleUserNotebookApp | CRITICAL] received signal 15, stopping
[SingleUserNotebookApp | INFO] Shutting down 1 kernel
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[SingleUserNotebookApp | INFO] Loading the validate_assignment nbgrader serverextension
[SingleUserNotebookApp | INFO] Starting jupyterhub-singleuser server version 1.0.0
[SingleUserNotebookApp | WARNING] jupyterhub version 0.9.6 != jupyterhub-singleuser version 1.0.0. This could cause failure to authenticate and result in redirect loops!
[SingleUserNotebookApp | INFO] Serving notebooks from local directory: /home/jovyan/etc_composition/config/extensions
[SingleUserNotebookApp | INFO] The Jupyter Notebook is running at:
[SingleUserNotebookApp | INFO] http://jupyter-son520804:8888/user/son520804/
[SingleUserNotebookApp | INFO] Use Control-C to stop this server and shut down all kernels (twice to skip confirmation).
[SingleUserNotebookApp | WARNING] Activity events disabled
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/ -> /user/son520804/tree? (@172.16.71.208) 0.68ms
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/tree?redirects=1 -> /hub/api/oauth2/authorize?client_id=jupyterhub-user-son520804&redirect_uri=%2Fuser%2Fson520804%2Foauth_callback&response_type=code&state=[secret] (@35.2.24.199) 1.95ms
[SingleUserNotebookApp | INFO] Logged-in user {'kind': 'user', 'name': 'son520804', 'admin': False, 'groups': [], 'server': '/user/son520804/', 'pending': None, 'created': '2020-04-06T14:45:49.903317Z', 'last_activity': '2020-10-10T03:35:42.547907Z', 'servers': None}
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/oauth_callback?code=[secret]&state=[secret] -> /user/son520804/tree?redirects=1 (@35.2.24.199) 77.22ms
[SingleUserNotebookApp | ERROR] Could not open static file ''
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/tree?redirects=1 (son520804@35.2.24.199) 43.42ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@35.2.24.199) 5.65ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/tree?_=1602300941743 (son520804@35.2.24.199) 5.72ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/common?_=1602300941744 (son520804@35.2.24.199) 2.06ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1602300941745 (son520804@35.2.24.199) 0.95ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1602300941746 (son520804@35.2.24.199) 1.26ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1602300941747 (son520804@35.2.24.199) 1.29ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1602300941748 (son520804@35.2.24.199) 33.64ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/nbgrader_version?version=0.5.6&_=1602300941749 (son520804@35.2.24.199) 1.36ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/notebooks/PyMC3_Transfer_Test.ipynb (son520804@35.2.24.199) 263.39ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@35.2.24.199) 2.45ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@35.2.24.199) 1.27ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1602300949918 (son520804@35.2.24.199) 13.98ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/common?_=1602300949919 (son520804@35.2.24.199) 2.46ms
[SingleUserNotebookApp | WARNING] Notebook PyMC3_Transfer_Test.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Transfer_Test.ipynb?type=notebook&_=1602300949920 (son520804@35.2.24.199) 221.81ms
[SingleUserNotebookApp | INFO] Kernel started: 68beb45b-1510-4abd-af65-51db1efd06a5
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/sessions (son520804@35.2.24.199) 56.34ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/PyMC3_Transfer_Test.ipynb/checkpoints?_=1602300949921 (son520804@35.2.24.199) 12.01ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/livereveal?_=1602300949922 (son520804@35.2.24.199) 3.17ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/rise?_=1602300949923 (son520804@35.2.24.199) 4.41ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1602300949924 (son520804@35.2.24.199) 13.55ms
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 68beb45b-1510-4abd-af65-51db1efd06a5) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/68beb45b-1510-4abd-af65-51db1efd06a5/channels?session_id=4798bde408664ae3b202d9a8aa93cdea (son520804@35.2.24.199) 547.24ms
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 119973 ms.
[SingleUserNotebookApp | INFO] Starting buffering for 68beb45b-1510-4abd-af65-51db1efd06a5:4798bde408664ae3b202d9a8aa93cdea
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 68beb45b-1510-4abd-af65-51db1efd06a5) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/68beb45b-1510-4abd-af65-51db1efd06a5/channels?session_id=4798bde408664ae3b202d9a8aa93cdea (son520804@35.2.24.199) 30.22ms
[SingleUserNotebookApp | INFO] Restoring connection for 68beb45b-1510-4abd-af65-51db1efd06a5:4798bde408664ae3b202d9a8aa93cdea
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 119965 ms.
[SingleUserNotebookApp | INFO] Starting buffering for 68beb45b-1510-4abd-af65-51db1efd06a5:4798bde408664ae3b202d9a8aa93cdea
[SingleUserNotebookApp | CRITICAL] received signal 15, stopping
[SingleUserNotebookApp | INFO] Shutting down 1 kernel
[SingleUserNotebookApp | INFO] Kernel shutdown: 68beb45b-1510-4abd-af65-51db1efd06a5
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[SingleUserNotebookApp | INFO] Loading the validate_assignment nbgrader serverextension
[SingleUserNotebookApp | INFO] Starting jupyterhub-singleuser server version 1.0.0
[SingleUserNotebookApp | WARNING] jupyterhub version 0.9.6 != jupyterhub-singleuser version 1.0.0. This could cause failure to authenticate and result in redirect loops!
[SingleUserNotebookApp | INFO] Serving notebooks from local directory: /home/jovyan/etc_composition/config/extensions
[SingleUserNotebookApp | INFO] The Jupyter Notebook is running at:
[SingleUserNotebookApp | INFO] http://jupyter-son520804:8888/user/son520804/
[SingleUserNotebookApp | INFO] Use Control-C to stop this server and shut down all kernels (twice to skip confirmation).
[SingleUserNotebookApp | WARNING] Activity events disabled
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/ -> /user/son520804/tree? (@172.16.71.208) 0.71ms
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/?redirects=1 -> /user/son520804/tree?redirects=1 (@98.224.219.152) 4.30ms
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/tree?redirects=1 -> /hub/api/oauth2/authorize?client_id=jupyterhub-user-son520804&redirect_uri=%2Fuser%2Fson520804%2Foauth_callback&response_type=code&state=[secret] (@98.224.219.152) 2.44ms
[SingleUserNotebookApp | INFO] Logged-in user {'kind': 'user', 'name': 'son520804', 'admin': False, 'groups': [], 'server': '/user/son520804/', 'pending': None, 'created': '2020-04-06T14:45:49.903317Z', 'last_activity': '2020-10-13T13:44:57.619772Z', 'servers': None}
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/oauth_callback?code=[secret]&state=[secret] -> /user/son520804/tree?redirects=1 (@98.224.219.152) 71.09ms
[SingleUserNotebookApp | ERROR] Could not open static file ''
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/tree?redirects=1 (son520804@98.224.219.152) 51.92ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@98.224.219.152) 7.26ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@98.224.219.152) 2.05ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/tree?_=1602596697992 (son520804@98.224.219.152) 7.31ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/common?_=1602596697993 (son520804@98.224.219.152) 3.22ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1602596697994 (son520804@98.224.219.152) 0.92ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/kernelspecs (son520804@98.224.219.152) 6.54ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1602596697995 (son520804@98.224.219.152) 2.03ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1602596697996 (son520804@98.224.219.152) 2.02ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1602596697997 (son520804@98.224.219.152) 24.89ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/nbgrader_version?version=0.5.6&_=1602596697998 (son520804@98.224.219.152) 0.89ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/notebooks/Data_Collection.ipynb (son520804@98.224.219.152) 246.29ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@98.224.219.152) 1.36ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@98.224.219.152) 1.70ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1602596711401 (son520804@98.224.219.152) 14.64ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/common?_=1602596711402 (son520804@98.224.219.152) 2.40ms
[SingleUserNotebookApp | WARNING] Notebook Data_Collection.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/Data_Collection.ipynb?type=notebook&_=1602596711403 (son520804@98.224.219.152) 287.40ms
[SingleUserNotebookApp | INFO] Kernel started: 83a4692d-5c67-4199-aadf-346ebb03c7df
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/sessions (son520804@98.224.219.152) 64.37ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/Data_Collection.ipynb/checkpoints?_=1602596711404 (son520804@98.224.219.152) 13.31ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/livereveal?_=1602596711405 (son520804@98.224.219.152) 3.42ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/rise?_=1602596711406 (son520804@98.224.219.152) 4.75ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1602596711407 (son520804@98.224.219.152) 14.41ms
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 83a4692d-5c67-4199-aadf-346ebb03c7df) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/83a4692d-5c67-4199-aadf-346ebb03c7df/channels?session_id=28cd20cef963478ab14131925b1d4427 (son520804@98.224.219.152) 513.86ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/Data_Collection.ipynb?content=0&_=1602596711408 (son520804@98.224.219.152) 4.34ms
[SingleUserNotebookApp | INFO] Saving file at /Data_Collection.ipynb
[SingleUserNotebookApp | WARNING] Notebook Data_Collection.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 PUT /user/son520804/api/contents/Data_Collection.ipynb (son520804@98.224.219.152) 166.13ms
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/contents/Data_Collection.ipynb/checkpoints (son520804@98.224.219.152) 101.21ms
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/ -> /user/son520804/tree? (@98.224.219.152) 0.69ms
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/tree? -> /hub/api/oauth2/authorize?client_id=jupyterhub-user-son520804&redirect_uri=%2Fuser%2Fson520804%2Foauth_callback&response_type=code&state=[secret] (@98.224.219.152) 1.69ms
[SingleUserNotebookApp | INFO] Logged-in user {'kind': 'user', 'name': 'son520804', 'admin': False, 'groups': [], 'server': '/user/son520804/', 'pending': None, 'created': '2020-04-06T14:45:49.903317Z', 'last_activity': '2020-10-13T15:07:36.455595Z', 'servers': None}
[SingleUserNotebookApp | INFO] 302 GET /user/son520804/oauth_callback?code=[secret]&state=[secret] -> /user/son520804/tree? (@98.224.219.152) 55.30ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/tree? (son520804@98.224.219.152) 9.55ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@98.224.219.152) 1.72ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@98.224.219.152) 1.61ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/tree?_=1602601667812 (son520804@98.224.219.152) 8.68ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/common?_=1602601667813 (son520804@98.224.219.152) 12.97ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1602601667814 (son520804@98.224.219.152) 2.68ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/kernelspecs (son520804@98.224.219.152) 13.92ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1602601667815 (son520804@98.224.219.152) 14.21ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1602601667816 (son520804@98.224.219.152) 14.20ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1602601667817 (son520804@98.224.219.152) 27.33ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/nbgrader_version?version=0.5.6&_=1602601667818 (son520804@98.224.219.152) 0.72ms
[SingleUserNotebookApp | INFO] Creating new notebook in 
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/contents (son520804@98.224.219.152) 386.22ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/notebooks/Untitled.ipynb?kernel_name=python3 (son520804@98.224.219.152) 229.62ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@98.224.219.152) 2.59ms
[SingleUserNotebookApp | WARNING] 404 GET /user/son520804/static/components/react/react-dom.production.min.js (son520804@98.224.219.152) 1.75ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1602601685448 (son520804@98.224.219.152) 13.45ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/common?_=1602601685449 (son520804@98.224.219.152) 2.22ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/Untitled.ipynb?type=notebook&_=1602601685450 (son520804@98.224.219.152) 169.17ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/Untitled.ipynb/checkpoints?_=1602601685451 (son520804@98.224.219.152) 7.16ms
[SingleUserNotebookApp | INFO] Kernel started: 9f79509b-afce-4019-940d-59758e23fd97
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/sessions (son520804@98.224.219.152) 80.60ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/livereveal?_=1602601685452 (son520804@98.224.219.152) 2.63ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/notebook?_=1602601685454 (son520804@98.224.219.152) 11.62ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/config/rise?_=1602601685453 (son520804@98.224.219.152) 2.27ms
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 9f79509b-afce-4019-940d-59758e23fd97) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/9f79509b-afce-4019-940d-59758e23fd97/channels?session_id=56110e0da19743f28a8b5194c2cc987e (son520804@98.224.219.152) 93.26ms
[SingleUserNotebookApp | INFO] 200 PATCH /user/son520804/api/contents/Untitled.ipynb (son520804@98.224.219.152) 42.41ms
[SingleUserNotebookApp | INFO] 200 PATCH /user/son520804/api/sessions/0c4ae1a9-7383-4d62-a9fa-4e41959b2edb (son520804@98.224.219.152) 2.75ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/sessions?_=1602601667819 (son520804@98.224.219.152) 36.94ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/terminals?_=1602601667820 (son520804@98.224.219.152) 2.52ms
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents?type=directory&_=1602601667821 (son520804@98.224.219.152) 29.53ms
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 119938 ms.
[SingleUserNotebookApp | INFO] Starting buffering for 9f79509b-afce-4019-940d-59758e23fd97:56110e0da19743f28a8b5194c2cc987e
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 9f79509b-afce-4019-940d-59758e23fd97) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/9f79509b-afce-4019-940d-59758e23fd97/channels?session_id=56110e0da19743f28a8b5194c2cc987e (son520804@98.224.219.152) 34.70ms
[SingleUserNotebookApp | INFO] Restoring connection for 9f79509b-afce-4019-940d-59758e23fd97:56110e0da19743f28a8b5194c2cc987e
[SingleUserNotebookApp | INFO] 200 GET /user/son520804/api/contents/Candlestick_Plot.ipynb?content=0&_=1602601685455 (son520804@98.224.219.152) 44.58ms
[SingleUserNotebookApp | INFO] Saving file at /Candlestick_Plot.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/son520804/api/contents/Candlestick_Plot.ipynb (son520804@98.224.219.152) 345.13ms
[SingleUserNotebookApp | INFO] 201 POST /user/son520804/api/contents/Candlestick_Plot.ipynb/checkpoints (son520804@98.224.219.152) 56.98ms
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 119935 ms.
[SingleUserNotebookApp | INFO] Starting buffering for 9f79509b-afce-4019-940d-59758e23fd97:56110e0da19743f28a8b5194c2cc987e
[SingleUserNotebookApp | INFO] Starting buffering for 83a4692d-5c67-4199-aadf-346ebb03c7df:28cd20cef963478ab14131925b1d4427
[SingleUserNotebookApp | INFO] Adapting from protocol version 5.1 (kernel 83a4692d-5c67-4199-aadf-346ebb03c7df) to 5.3 (client).
[SingleUserNotebookApp | INFO] 101 GET /user/son520804/api/kernels/83a4692d-5c67-4199-aadf-346ebb03c7df/channels?session_id=28cd20cef963478ab14131925b1d4427 (son520804@98.224.219.152) 27.20ms
[SingleUserNotebookApp | INFO] Restoring connection for 83a4692d-5c67-4199-aadf-346ebb03c7df:28cd20cef963478ab14131925b1d4427
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 119957 ms.
